"","student_id","group_ids_together","grade","numerical_grade_equivalent"
"11131",573224,"FFF, 2013J","HD",7
"11132",573225,"BBB, 2013J","P",4
"11133",573235,"DDD, 2013J","WNF",NA
"11134",573235,"DDD, 2014B","HD",7
"11135",573245,"FFF, 2013J","Cr",5
"11136",573252,"BBB, 2014J","WNF",NA
"11137",573280,"FFF, 2013J","D",6
"11138",573291,"FFF, 2013J","WNF",NA
"11139",573291,"FFF, 2014J","WNF",NA
"11140",573292,"EEE, 2013J","D",6
"11141",573294,"GGG, 2013J","HD",7
"11142",573297,"BBB, 2014J","Cr",5
"11143",573317,"FFF, 2013J","Cr",5
"11144",573320,"GGG, 2014J","Cr",5
"11145",573323,"BBB, 2014B","D",6
"11146",573328,"DDD, 2014J","P",4
"11147",573331,"GGG, 2013J","HD",7
"11148",573336,"EEE, 2013J","HD",7
"11149",573377,"CCC, 2014B","F",1.5
"11150",573377,"EEE, 2013J","D",6
"11151",573411,"BBB, 2013J","D",6
"11152",573433,"BBB, 2013J","Cr",5
"11153",573434,"FFF, 2013J","Cr",5
"11154",573440,"CCC, 2014B","P",4
"11155",573440,"EEE, 2013J","HD",7
"11156",573441,"BBB, 2013J","WNF",NA
"11157",573453,"BBB, 2013J","P",4
"11158",573460,"GGG, 2013J","Cr",5
"11159",573462,"EEE, 2013J","P",4
"11160",573464,"GGG, 2013J","HD",7
"11161",573467,"FFF, 2013J","Cr",5
"11162",573473,"CCC, 2014J","WNF",NA
"11163",573473,"DDD, 2013J","P",4
"11164",573481,"CCC, 2014J","WNF",NA
"11165",573487,"BBB, 2013J","P",4
"11166",573488,"BBB, 2014B","F",1.5
"11167",573496,"BBB, 2014B","Cr",5
"11168",573503,"EEE, 2014J","WNF",NA
"11169",573519,"BBB, 2013J","HD",7
"11170",573534,"BBB, 2014J","P",4
"11171",573549,"FFF, 2014B","Cr",5
"11172",573550,"EEE, 2013J","Cr",5
"11173",573554,"GGG, 2013J","P",4
"11174",573558,"CCC, 2014B","P",4
"11175",573558,"EEE, 2014B","HD",7
"11176",573578,"BBB, 2013J","D",6
"11177",573583,"FFF, 2014J","Cr",5
"11178",573593,"EEE, 2013J","Cr",5
"11179",573602,"DDD, 2013J","P",4
"11180",573639,"FFF, 2013J","D",6
"11181",573646,"DDD, 2013J","WNF",NA
"11182",573646,"DDD, 2014J","D",6
"11183",573654,"BBB, 2013J","D",6
"11184",573662,"CCC, 2014B","WNF",NA
"11185",573662,"EEE, 2013J","D",6
"11186",573666,"GGG, 2013J","Cr",5
"11187",573674,"FFF, 2013J","Cr",5
"11188",573678,"FFF, 2013J","P",4
"11189",573689,"DDD, 2013J","P",4
"11190",573694,"BBB, 2013J","WNF",NA
"11191",573696,"CCC, 2014B","P",4
"11192",573696,"FFF, 2013J","Cr",5
"11193",573697,"FFF, 2013J","WNF",NA
"11194",573697,"FFF, 2014J","WNF",NA
"11195",573701,"EEE, 2013J","WNF",NA
"11196",573704,"FFF, 2013J","P",4
"11197",573712,"DDD, 2013J","WNF",NA
"11198",573713,"BBB, 2014J","D",6
"11199",573742,"DDD, 2014J","Cr",5
"11200",573742,"EEE, 2013J","Cr",5
"11201",573766,"FFF, 2013J","F",1.5
"11202",573777,"BBB, 2013J","D",6
"11203",573780,"DDD, 2013J","P",4
"11204",573790,"BBB, 2013J","Cr",5
"11205",573806,"BBB, 2014B","D",6
"11206",573821,"BBB, 2013J","D",6
"11207",573824,"BBB, 2014B","WNF",NA
"11208",573831,"BBB, 2013J","Cr",5
"11209",573834,"GGG, 2014B","D",6
"11210",573845,"DDD, 2013J","P",4
"11211",573851,"BBB, 2014B","Cr",5
"11212",573853,"BBB, 2014B","P",4
"11213",573858,"CCC, 2014J","Cr",5
"11214",573860,"FFF, 2013J","F",1.5
"11215",573864,"FFF, 2013J","P",4
"11216",573893,"BBB, 2013J","P",4
"11217",573900,"FFF, 2013J","D",6
"11218",573901,"FFF, 2013J","F",1.5
"11219",573920,"CCC, 2014J","WNF",NA
"11220",573920,"EEE, 2013J","D",6
"11221",573924,"CCC, 2014J","HD",7
"11222",573934,"BBB, 2014J","Cr",5
"11223",573951,"FFF, 2013J","D",6
"11224",573969,"DDD, 2014J","Cr",5
"11225",573986,"BBB, 2013J","Cr",5
"11226",574002,"BBB, 2013J","F",1.5
"11227",574028,"FFF, 2014B","D",6
"11228",574031,"BBB, 2014J","D",6
"11229",574035,"DDD, 2013J","HD",7
"11230",574038,"EEE, 2013J","D",6
"11231",574051,"BBB, 2013J","P",4
"11232",574056,"FFF, 2013J","P",4
"11233",574063,"BBB, 2014J","D",6
"11234",574065,"BBB, 2013J","HD",7
"11235",574070,"FFF, 2013J","D",6
"11236",574078,"FFF, 2013J","Cr",5
"11237",574088,"DDD, 2013J","P",4
"11238",574098,"DDD, 2013J","P",4
"11239",574099,"DDD, 2013J","WNF",NA
"11240",574125,"BBB, 2013J","D",6
"11241",574190,"DDD, 2014B","WNF",NA
"11242",574194,"BBB, 2013J","D",6
"11243",574207,"FFF, 2013J","D",6
"11244",574212,"BBB, 2013J","D",6
"11245",574221,"CCC, 2014B","HD",7
"11246",574238,"GGG, 2013J","HD",7
"11247",574244,"BBB, 2014J","D",6
"11248",574245,"FFF, 2013J","D",6
"11249",574250,"BBB, 2013J","P",4
"11250",574253,"BBB, 2014J","Cr",5
"11251",574259,"CCC, 2014J","P",4
"11252",574259,"EEE, 2013J","D",6
"11253",574282,"FFF, 2013J","WNF",NA
"11254",574283,"CCC, 2014B","P",4
"11255",574283,"FFF, 2013J","D",6
"11256",574310,"CCC, 2014J","HD",7
"11257",574310,"DDD, 2013J","D",6
"11258",574315,"FFF, 2013J","HD",7
"11259",574320,"BBB, 2013J","HD",7
"11260",574325,"CCC, 2014J","F",1.5
"11261",574330,"DDD, 2013J","WNF",NA
"11262",574347,"DDD, 2014J","F",1.5
"11263",574348,"BBB, 2013J","D",6
"11264",574351,"GGG, 2013J","D",6
"11265",574382,"FFF, 2013J","F",1.5
"11266",574418,"FFF, 2013J","HD",7
"11267",574431,"DDD, 2014J","F",1.5
"11268",574446,"FFF, 2013J","HD",7
"11269",574470,"FFF, 2013J","WNF",NA
"11270",574498,"DDD, 2013J","D",6
"11271",574505,"AAA, 2014J","F",1.5
"11272",574507,"CCC, 2014J","WNF",NA
"11273",574507,"EEE, 2013J","D",6
"11274",574508,"CCC, 2014J","WNF",NA
"11275",574508,"EEE, 2014B","D",6
"11276",574512,"BBB, 2014J","Cr",5
"11277",574512,"GGG, 2013J","HD",7
"11278",574523,"CCC, 2014B","WNF",NA
"11279",574523,"CCC, 2014J","WNF",NA
"11280",574523,"EEE, 2014B","HD",7
"11281",574527,"FFF, 2014J","P",4
"11282",574529,"CCC, 2014B","F",1.5
"11283",574529,"DDD, 2013J","F",1.5
"11284",574534,"FFF, 2013J","D",6
"11285",574549,"BBB, 2013J","Cr",5
"11286",574551,"CCC, 2014B","HD",7
"11287",574551,"FFF, 2013J","Cr",5
"11288",574569,"BBB, 2014B","P",4
"11289",574570,"FFF, 2013J","Cr",5
"11290",574586,"CCC, 2014J","WNF",NA
"11291",574586,"EEE, 2013J","HD",7
"11292",574590,"CCC, 2014J","P",4
"11293",574590,"DDD, 2014B","D",6
"11294",574605,"FFF, 2014B","D",6
"11295",574606,"GGG, 2013J","WNF",NA
"11296",574608,"EEE, 2013J","HD",7
"11297",574612,"DDD, 2014J","F",1.5
"11298",574623,"DDD, 2013J","F",1.5
"11299",574627,"DDD, 2013J","WNF",NA
"11300",574637,"CCC, 2014J","D",6
"11301",574637,"EEE, 2014B","HD",7
"11302",574642,"GGG, 2013J","WNF",NA
"11303",574648,"BBB, 2013J","D",6
"11304",574663,"FFF, 2014B","WNF",NA
"11305",574664,"FFF, 2013J","Cr",5
"11306",574671,"FFF, 2014B","D",6
"11307",574681,"FFF, 2013J","Cr",5
"11308",574683,"FFF, 2013J","D",6
"11309",574695,"FFF, 2014J","WNF",NA
"11310",574705,"CCC, 2014J","HD",7
"11311",574705,"DDD, 2013J","HD",7
"11312",574708,"BBB, 2013J","P",4
"11313",574720,"CCC, 2014J","P",4
"11314",574720,"DDD, 2013J","D",6
"11315",574722,"FFF, 2013J","HD",7
"11316",574732,"FFF, 2013J","D",6
"11317",574735,"FFF, 2013J","WNF",NA
"11318",574743,"DDD, 2013J","F",1.5
"11319",574766,"BBB, 2013J","Cr",5
"11320",574810,"BBB, 2013J","WNF",NA
"11321",574815,"FFF, 2013J","WNF",NA
"11322",574815,"FFF, 2014B","WNF",NA
"11323",574817,"CCC, 2014B","HD",7
"11324",574819,"DDD, 2013J","P",4
"11325",574830,"CCC, 2014B","WNF",NA
"11326",574830,"EEE, 2013J","HD",7
"11327",574841,"BBB, 2014J","D",6
"11328",574842,"DDD, 2013J","D",6
"11329",574843,"DDD, 2014J","WNF",NA
"11330",574845,"FFF, 2013J","D",6
"11331",574849,"BBB, 2014J","Cr",5
"11332",574856,"FFF, 2013J","F",1.5
"11333",574857,"GGG, 2013J","HD",7
"11334",574865,"BBB, 2014J","HD",7
"11335",574866,"DDD, 2013J","WNF",NA
"11336",574866,"DDD, 2014J","WNF",NA
"11337",574873,"DDD, 2013J","D",6
"11338",574874,"FFF, 2013J","HD",7
"11339",574895,"DDD, 2013J","HD",7
"11340",574909,"DDD, 2014B","HD",7
"11341",574919,"FFF, 2013J","WNF",NA
"11342",574928,"CCC, 2014J","Cr",5
"11343",574928,"DDD, 2014J","Cr",5
"11344",574935,"BBB, 2014B","WNF",NA
"11345",574938,"DDD, 2013J","HD",7
"11346",574944,"BBB, 2014B","WNF",NA
"11347",574948,"GGG, 2013J","HD",7
"11348",574955,"FFF, 2013J","HD",7
"11349",574957,"GGG, 2013J","Cr",5
"11350",574960,"GGG, 2013J","HD",7
"11351",574973,"BBB, 2013J","D",6
"11352",574983,"EEE, 2013J","P",4
"11353",574988,"GGG, 2013J","HD",7
"11354",575000,"GGG, 2013J","P",4
"11355",575003,"FFF, 2013J","WNF",NA
"11356",575009,"DDD, 2014J","Cr",5
"11357",575018,"BBB, 2013J","D",6
"11358",575039,"CCC, 2014J","F",1.5
"11359",575039,"FFF, 2013J","Cr",5
"11360",575047,"CCC, 2014J","F",1.5
"11361",575047,"EEE, 2013J","D",6
"11362",575061,"GGG, 2013J","Cr",5
"11363",575066,"EEE, 2014J","Cr",5
"11364",575069,"FFF, 2014J","Cr",5
"11365",575080,"GGG, 2013J","WNF",NA
"11366",575089,"BBB, 2013J","F",1.5
"11367",575100,"BBB, 2013J","F",1.5
"11368",575112,"FFF, 2014J","HD",7
"11369",575124,"BBB, 2013J","D",6
"11370",575136,"GGG, 2013J","D",6
"11371",575162,"CCC, 2014J","F",1.5
"11372",575162,"EEE, 2014B","Cr",5
"11373",575166,"CCC, 2014B","WNF",NA
"11374",575166,"EEE, 2013J","HD",7
"11375",575186,"FFF, 2013J","Cr",5
"11376",575192,"DDD, 2013J","P",4
"11377",575199,"GGG, 2014B","Cr",5
"11378",575200,"DDD, 2014J","WNF",NA
"11379",575213,"DDD, 2013J","WNF",NA
"11380",575214,"GGG, 2013J","D",6
"11381",575217,"GGG, 2014B","D",6
"11382",575241,"EEE, 2013J","D",6
"11383",575251,"BBB, 2014B","WNF",NA
"11384",575258,"DDD, 2013J","Cr",5
"11385",575265,"CCC, 2014J","WNF",NA
"11386",575265,"FFF, 2013J","Cr",5
"11387",575281,"BBB, 2013J","P",4
"11388",575282,"FFF, 2013J","F",1.5
"11389",575287,"CCC, 2014B","WNF",NA
"11390",575290,"BBB, 2013J","D",6
"11391",575302,"FFF, 2014J","D",6
"11392",575318,"EEE, 2013J","Cr",5
"11393",575324,"GGG, 2014B","HD",7
"11394",575336,"EEE, 2013J","D",6
"11395",575343,"EEE, 2013J","D",6
"11396",575355,"GGG, 2013J","D",6
"11397",575365,"DDD, 2013J","WNF",NA
"11398",575372,"FFF, 2013J","Cr",5
"11399",575376,"DDD, 2013J","HD",7
"11400",575380,"DDD, 2014J","D",6
"11401",575385,"DDD, 2013J","HD",7
"11402",575387,"BBB, 2013J","Cr",5
"11403",575398,"CCC, 2014J","WNF",NA
"11404",575398,"DDD, 2014J","P",4
"11405",575401,"EEE, 2013J","HD",7
"11406",575404,"BBB, 2014J","F",1.5
"11407",575411,"EEE, 2014J","HD",7
"11408",575419,"CCC, 2014B","WNF",NA
"11409",575419,"EEE, 2013J","P",4
"11410",575431,"DDD, 2013J","D",6
"11411",575454,"GGG, 2013J","P",4
"11412",575459,"FFF, 2013J","WNF",NA
"11413",575473,"EEE, 2014B","P",4
"11414",575476,"FFF, 2013J","WNF",NA
"11415",575488,"GGG, 2013J","F",1.5
"11416",575493,"DDD, 2013J","WNF",NA
"11417",575512,"FFF, 2013J","Cr",5
"11418",575520,"BBB, 2013J","WNF",NA
"11419",575545,"CCC, 2014B","WNF",NA
"11420",575545,"EEE, 2013J","D",6
"11421",575553,"EEE, 2013J","D",6
"11422",575554,"GGG, 2013J","P",4
"11423",575559,"GGG, 2013J","D",6
"11424",575560,"BBB, 2013J","D",6
"11425",575601,"EEE, 2013J","WNF",NA
"11426",575602,"BBB, 2014B","P",4
"11427",575603,"DDD, 2014B","D",6
"11428",575623,"EEE, 2014J","HD",7
"11429",575630,"BBB, 2014J","P",4
"11430",575678,"FFF, 2013J","Cr",5
"11431",575680,"BBB, 2014B","P",4
"11432",575681,"BBB, 2013J","HD",7
"11433",575685,"FFF, 2014J","F",1.5
"11434",575693,"GGG, 2014B","WNF",NA
"11435",575703,"EEE, 2013J","D",6
"11436",575709,"GGG, 2014B","Cr",5
"11437",575710,"FFF, 2014J","WNF",NA
"11438",575720,"GGG, 2013J","HD",7
"11439",575733,"CCC, 2014B","P",4
"11440",575733,"EEE, 2013J","HD",7
"11441",575745,"CCC, 2014B","D",6
"11442",575745,"EEE, 2013J","HD",7
"11443",575762,"EEE, 2013J","Cr",5
"11444",575763,"CCC, 2014J","WNF",NA
"11445",575763,"EEE, 2013J","D",6
"11446",575764,"EEE, 2013J","HD",7
"11447",575766,"CCC, 2014J","P",4
"11448",575766,"DDD, 2013J","Cr",5
"11449",575777,"EEE, 2014B","D",6
"11450",575792,"DDD, 2014B","P",4
"11451",575797,"FFF, 2013J","Cr",5
"11452",575798,"CCC, 2014J","D",6
"11453",575798,"DDD, 2013J","D",6
"11454",575811,"DDD, 2013J","WNF",NA
"11455",575822,"FFF, 2013J","F",1.5
"11456",575824,"CCC, 2014B","D",6
"11457",575855,"DDD, 2014J","P",4
"11458",575875,"FFF, 2013J","WNF",NA
"11459",575927,"BBB, 2013J","WNF",NA
"11460",575929,"BBB, 2013J","P",4
"11461",575930,"BBB, 2013J","D",6
"11462",575941,"FFF, 2013J","WNF",NA
"11463",575956,"FFF, 2013J","D",6
"11464",575962,"DDD, 2013J","P",4
"11465",575967,"CCC, 2014B","HD",7
"11466",575980,"BBB, 2014B","WNF",NA
"11467",575982,"BBB, 2013J","D",6
"11468",575984,"GGG, 2013J","D",6
"11469",575990,"BBB, 2014B","WNF",NA
"11470",576036,"EEE, 2013J","D",6
"11471",576041,"DDD, 2014B","D",6
"11472",576083,"DDD, 2013J","D",6
"11473",576097,"FFF, 2013J","D",6
"11474",576107,"FFF, 2013J","P",4
"11475",576131,"DDD, 2013J","WNF",NA
"11476",576143,"GGG, 2013J","P",4
"11477",576158,"BBB, 2013J","D",6
"11478",576159,"FFF, 2014B","HD",7
"11479",576191,"CCC, 2014B","D",6
"11480",576191,"EEE, 2013J","HD",7
"11481",576203,"BBB, 2014J","HD",7
"11482",576205,"FFF, 2013J","D",6
"11483",576226,"BBB, 2013J","Cr",5
"11484",576229,"FFF, 2013J","P",4
"11485",576233,"CCC, 2014J","P",4
"11486",576233,"DDD, 2013J","D",6
"11487",576251,"CCC, 2014J","HD",7
"11488",576251,"DDD, 2013J","HD",7
"11489",576262,"BBB, 2014J","WNF",NA
"11490",576268,"BBB, 2014J","P",4
"11491",576281,"FFF, 2013J","D",6
"11492",576292,"EEE, 2013J","P",4
"11493",576306,"DDD, 2014J","D",6
"11494",576314,"DDD, 2013J","P",4
"11495",576368,"DDD, 2013J","F",1.5
"11496",576371,"GGG, 2013J","HD",7
"11497",576375,"BBB, 2014B","Cr",5
"11498",576383,"CCC, 2014B","HD",7
"11499",576383,"DDD, 2013J","HD",7
"11500",576390,"FFF, 2013J","Cr",5
"11501",576399,"FFF, 2013J","D",6
"11502",576405,"EEE, 2013J","HD",7
"11503",576413,"CCC, 2014B","HD",7
"11504",576413,"DDD, 2013J","HD",7
"11505",576423,"FFF, 2013J","F",1.5
"11506",576425,"GGG, 2013J","P",4
"11507",576431,"FFF, 2013J","D",6
"11508",576433,"CCC, 2014J","HD",7
"11509",576433,"FFF, 2013J","HD",7
"11510",576439,"CCC, 2014J","HD",7
"11511",576439,"EEE, 2013J","D",6
"11512",576445,"GGG, 2013J","D",6
"11513",576453,"CCC, 2014J","HD",7
"11514",576453,"DDD, 2013J","D",6
"11515",576455,"GGG, 2013J","Cr",5
"11516",576466,"FFF, 2013J","WNF",NA
"11517",576475,"CCC, 2014B","D",6
"11518",576483,"BBB, 2013J","D",6
"11519",576488,"GGG, 2013J","Cr",5
"11520",576492,"DDD, 2013J","F",1.5
"11521",576512,"FFF, 2013J","P",4
"11522",576515,"DDD, 2014J","Cr",5
"11523",576516,"CCC, 2014B","F",1.5
"11524",576516,"EEE, 2013J","D",6
"11525",576518,"FFF, 2013J","HD",7
"11526",576524,"BBB, 2013J","Cr",5
"11527",576541,"CCC, 2014J","P",4
"11528",576568,"CCC, 2014J","HD",7
"11529",576568,"FFF, 2013J","D",6
"11530",576584,"DDD, 2014B","Cr",5
"11531",576593,"GGG, 2013J","HD",7
"11532",576600,"BBB, 2013J","Cr",5
"11533",576606,"EEE, 2013J","WNF",NA
"11534",576654,"GGG, 2013J","HD",7
"11535",576672,"FFF, 2013J","P",4
"11536",576689,"BBB, 2014J","D",6
"11537",576704,"FFF, 2013J","D",6
"11538",576714,"BBB, 2013J","WNF",NA
"11539",576738,"BBB, 2014B","HD",7
"11540",576750,"EEE, 2013J","D",6
"11541",576761,"GGG, 2013J","Cr",5
"11542",576765,"FFF, 2013J","D",6
"11543",576767,"DDD, 2013J","Cr",5
"11544",576780,"CCC, 2014B","HD",7
"11545",576780,"FFF, 2013J","HD",7
"11546",576782,"CCC, 2014B","P",4
"11547",576789,"FFF, 2013J","Cr",5
"11548",576791,"CCC, 2014J","HD",7
"11549",576791,"FFF, 2013J","HD",7
"11550",576813,"FFF, 2013J","Cr",5
"11551",576815,"BBB, 2013J","P",4
"11552",576841,"BBB, 2013J","Cr",5
"11553",576847,"DDD, 2013J","D",6
"11554",576856,"FFF, 2013J","D",6
"11555",576876,"EEE, 2014B","HD",7
"11556",576879,"DDD, 2013J","P",4
"11557",576882,"BBB, 2013J","Cr",5
"11558",576885,"DDD, 2014J","P",4
"11559",576888,"FFF, 2013J","D",6
"11560",576909,"EEE, 2013J","HD",7
"11561",576913,"BBB, 2014J","P",4
"11562",576921,"FFF, 2013J","HD",7
"11563",576923,"BBB, 2014J","Cr",5
"11564",576935,"BBB, 2013J","D",6
"11565",576940,"BBB, 2013J","Cr",5
"11566",576946,"BBB, 2013J","D",6
"11567",576947,"BBB, 2013J","P",4
"11568",576948,"GGG, 2013J","D",6
"11569",576949,"DDD, 2013J","D",6
"11570",576962,"EEE, 2013J","D",6
"11571",576972,"FFF, 2013J","WNF",NA
"11572",576981,"BBB, 2013J","P",4
"11573",576983,"BBB, 2013J","WNF",NA
"11574",577000,"GGG, 2014B","D",6
"11575",577032,"FFF, 2014J","Cr",5
"11576",577035,"CCC, 2014B","HD",7
"11577",577035,"DDD, 2013J","D",6
"11578",577042,"FFF, 2013J","D",6
"11579",577069,"BBB, 2013J","D",6
"11580",577096,"BBB, 2013J","D",6
"11581",577099,"BBB, 2013J","Cr",5
"11582",577126,"DDD, 2013J","P",4
"11583",577136,"GGG, 2014B","HD",7
"11584",577142,"FFF, 2014B","WNF",NA
"11585",577148,"CCC, 2014J","WNF",NA
"11586",577148,"EEE, 2013J","P",4
"11587",577149,"CCC, 2014J","WNF",NA
"11588",577149,"FFF, 2013J","P",4
"11589",577196,"DDD, 2013J","WNF",NA
"11590",577196,"DDD, 2014J","HD",7
"11591",577200,"DDD, 2013J","F",1.5
"11592",577212,"DDD, 2013J","P",4
"11593",577222,"FFF, 2013J","HD",7
"11594",577235,"CCC, 2014J","P",4
"11595",577235,"EEE, 2013J","D",6
"11596",577236,"CCC, 2014B","HD",7
"11597",577245,"CCC, 2014B","F",1.5
"11598",577245,"EEE, 2014B","D",6
"11599",577256,"BBB, 2013J","P",4
"11600",577273,"CCC, 2014B","P",4
"11601",577275,"GGG, 2014B","Cr",5
"11602",577279,"CCC, 2014J","HD",7
"11603",577279,"DDD, 2013J","D",6
"11604",577280,"BBB, 2013J","Cr",5
"11605",577286,"BBB, 2013J","D",6
"11606",577304,"BBB, 2014B","HD",7
"11607",577347,"BBB, 2013J","P",4
"11608",577354,"BBB, 2014J","WNF",NA
"11609",577376,"BBB, 2013J","P",4
"11610",577389,"FFF, 2013J","D",6
"11611",577396,"FFF, 2013J","WNF",NA
"11612",577404,"FFF, 2013J","HD",7
"11613",577414,"CCC, 2014B","D",6
"11614",577414,"DDD, 2013J","D",6
"11615",577427,"CCC, 2014J","F",1.5
"11616",577427,"EEE, 2013J","HD",7
"11617",577429,"FFF, 2014J","HD",7
"11618",577458,"CCC, 2014J","F",1.5
"11619",577460,"CCC, 2014J","WNF",NA
"11620",577460,"EEE, 2014B","HD",7
"11621",577464,"DDD, 2013J","D",6
"11622",577467,"BBB, 2014J","D",6
"11623",577471,"GGG, 2013J","WNF",NA
"11624",577476,"FFF, 2013J","HD",7
"11625",577498,"BBB, 2013J","P",4
"11626",577502,"CCC, 2014B","D",6
"11627",577520,"DDD, 2014J","Cr",5
"11628",577526,"DDD, 2014J","Cr",5
"11629",577527,"BBB, 2014B","D",6
"11630",577533,"FFF, 2013J","WNF",NA
"11631",577533,"FFF, 2014J","D",6
"11632",577551,"CCC, 2014J","WNF",NA
"11633",577551,"EEE, 2013J","Cr",5
"11634",577560,"EEE, 2013J","F",1.5
"11635",577562,"EEE, 2014B","D",6
"11636",577566,"CCC, 2014J","Cr",5
"11637",577566,"DDD, 2014J","P",4
"11638",577570,"DDD, 2013J","WNF",NA
"11639",577605,"FFF, 2013J","D",6
"11640",577607,"FFF, 2013J","F",1.5
"11641",577618,"BBB, 2014J","HD",7
"11642",577638,"DDD, 2013J","WNF",NA
"11643",577638,"DDD, 2014J","P",4
"11644",577640,"FFF, 2013J","WNF",NA
"11645",577645,"BBB, 2014J","HD",7
"11646",577648,"BBB, 2013J","P",4
"11647",577652,"DDD, 2013J","WNF",NA
"11648",577652,"DDD, 2014J","Cr",5
"11649",577659,"BBB, 2013J","WNF",NA
"11650",577676,"BBB, 2014B","Cr",5
"11651",577680,"BBB, 2013J","D",6
"11652",577686,"CCC, 2014B","P",4
"11653",577686,"EEE, 2013J","D",6
"11654",577692,"BBB, 2013J","F",1.5
"11655",577728,"BBB, 2014J","P",4
"11656",577735,"EEE, 2013J","D",6
"11657",577743,"BBB, 2014J","D",6
"11658",577751,"DDD, 2014J","D",6
"11659",577763,"FFF, 2013J","HD",7
"11660",577764,"FFF, 2013J","HD",7
"11661",577780,"GGG, 2013J","D",6
"11662",577784,"EEE, 2013J","HD",7
"11663",577792,"GGG, 2014B","HD",7
"11664",577797,"FFF, 2013J","WNF",NA
"11665",577820,"GGG, 2013J","D",6
"11666",577824,"BBB, 2013J","D",6
"11667",577867,"FFF, 2013J","P",4
"11668",577888,"GGG, 2013J","HD",7
"11669",577905,"BBB, 2013J","WNF",NA
"11670",577905,"BBB, 2014B","P",4
"11671",577914,"BBB, 2013J","HD",7
"11672",577915,"BBB, 2013J","Cr",5
"11673",577922,"FFF, 2013J","HD",7
"11674",577937,"DDD, 2014J","D",6
"11675",577954,"DDD, 2014B","WNF",NA
"11676",577959,"FFF, 2013J","D",6
"11677",577965,"BBB, 2014J","Cr",5
"11678",577977,"DDD, 2014J","WNF",NA
"11679",577980,"BBB, 2013J","Cr",5
"11680",577995,"EEE, 2013J","HD",7
"11681",577999,"FFF, 2013J","HD",7
"11682",578000,"CCC, 2014J","F",1.5
"11683",578000,"EEE, 2013J","D",6
"11684",578003,"BBB, 2014B","Cr",5
"11685",578022,"FFF, 2014B","Cr",5
"11686",578026,"CCC, 2014J","WNF",NA
"11687",578026,"DDD, 2013J","P",4
"11688",578030,"BBB, 2013J","D",6
"11689",578031,"DDD, 2014B","D",6
"11690",578034,"CCC, 2014B","WNF",NA
"11691",578034,"EEE, 2013J","HD",7
"11692",578050,"FFF, 2013J","D",6
"11693",578056,"EEE, 2013J","P",4
"11694",578057,"BBB, 2013J","P",4
"11695",578062,"BBB, 2013J","D",6
"11696",578109,"BBB, 2013J","D",6
"11697",578132,"BBB, 2014J","HD",7
"11698",578140,"GGG, 2013J","HD",7
"11699",578150,"DDD, 2013J","WNF",NA
"11700",578152,"FFF, 2014J","Cr",5
"11701",578189,"CCC, 2014B","D",6
"11702",578197,"BBB, 2013J","Cr",5
"11703",578199,"FFF, 2013J","P",4
"11704",578207,"GGG, 2013J","D",6
"11705",578208,"FFF, 2013J","WNF",NA
"11706",578276,"FFF, 2013J","HD",7
"11707",578281,"FFF, 2013J","HD",7
"11708",578282,"BBB, 2014B","Cr",5
"11709",578303,"DDD, 2013J","Cr",5
"11710",578362,"BBB, 2013J","D",6
"11711",578375,"GGG, 2013J","HD",7
"11712",578378,"GGG, 2013J","WNF",NA
"11713",578389,"GGG, 2014B","D",6
"11714",578395,"DDD, 2014J","P",4
"11715",578418,"BBB, 2014J","WNF",NA
"11716",578427,"DDD, 2013J","WNF",NA
"11717",578427,"DDD, 2014J","P",4
"11718",578438,"EEE, 2013J","HD",7
"11719",578439,"BBB, 2014J","P",4
"11720",578447,"BBB, 2013J","Cr",5
"11721",578450,"CCC, 2014B","F",1.5
"11722",578450,"EEE, 2013J","F",1.5
"11723",578452,"GGG, 2014B","D",6
"11724",578469,"EEE, 2014J","D",6
"11725",578492,"FFF, 2013J","Cr",5
"11726",578495,"FFF, 2014J","WNF",NA
"11727",578497,"FFF, 2013J","HD",7
"11728",578519,"FFF, 2013J","HD",7
"11729",578541,"CCC, 2014B","WNF",NA
"11730",578541,"EEE, 2014B","P",4
"11731",578546,"BBB, 2013J","Cr",5
"11732",578547,"FFF, 2013J","Cr",5
"11733",578550,"FFF, 2013J","WNF",NA
"11734",578551,"BBB, 2014J","P",4
"11735",578561,"FFF, 2013J","F",1.5
"11736",578574,"BBB, 2014B","D",6
"11737",578578,"BBB, 2013J","Cr",5
"11738",578595,"DDD, 2014B","P",4
"11739",578599,"FFF, 2013J","WNF",NA
"11740",578600,"BBB, 2013J","D",6
"11741",578616,"DDD, 2014J","HD",7
"11742",578623,"EEE, 2013J","WNF",NA
"11743",578634,"EEE, 2014B","D",6
"11744",578644,"DDD, 2013J","D",6
"11745",578646,"DDD, 2014J","D",6
"11746",578654,"EEE, 2013J","P",4
"11747",578655,"CCC, 2014B","D",6
"11748",578666,"GGG, 2013J","Cr",5
"11749",578676,"BBB, 2013J","Cr",5
"11750",578697,"DDD, 2013J","P",4
"11751",578710,"BBB, 2014J","Cr",5
"11752",578717,"BBB, 2013J","D",6
"11753",578725,"EEE, 2013J","F",1.5
"11754",578736,"EEE, 2013J","P",4
"11755",578744,"FFF, 2013J","D",6
"11756",578754,"FFF, 2014B","P",4
"11757",578764,"FFF, 2014B","D",6
"11758",578797,"GGG, 2014J","HD",7
"11759",578815,"CCC, 2014J","HD",7
"11760",578815,"DDD, 2014B","D",6
